sep=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.2537,-0.6214,11.7214,0.6969,0.1104,9.7812,0.1141,-0.3001,0.6695,-0.1973,-0.7009,-0.2365,80,34.62,19.57,-16.47,299.61,-1.09,-2.5,2,53.25,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,15533,2018-08-07 18:41:58:178
0.7725,1.6711,9.5008,0.0416,0.2085,9.8043,-0.6757,1.4566,-1.5851,0.0083,0.3793,0.4452,80,37.84,14.46,-15.69,290.44,-1.07,-1.15,2,60.966,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,16032,2018-08-07 18:41:58:677
0.0326,-1.002,10.1173,0.7991,0.1259,9.7732,0.1346,-1.088,3.0257,0.0967,0.5966,0.3153,80,24.21,2.76,-22.03,277.78,-1.65,-5.65,2,58.029,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,17417,2018-08-07 18:42:00:062
0.9245,0.0826,14.446,1.1146,0.0966,9.7426,0.6352,-0.0116,1.5459,-0.6255,-0.1331,-0.44,80,24.72,7.79,-20.17,287.57,-1.86,-6.21,2,58.4,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,17916,2018-08-07 18:42:00:561
-0.1086,0.377,11.397,0.8051,0.2354,9.7707,-0.6114,0.7733,0.8859,-0.0045,-0.0319,0.0873,80,26.52,14.29,-17.4,296.87,-1.33,-4.7,2,64.52,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,18417,2018-08-07 18:42:01:062
0.2613,0.2047,10.6189,0.4999,0.2647,9.7903,0.4901,0.3406,-1.6761,-0.2228,0.212,-0.2728,80,34.25,7.42,-20.23,282.09,-1.55,-2.92,2,56.986,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,18917,2018-08-07 18:42:01:562
0.3403,1.3419,7.7375,-0.1555,0.7261,9.7785,0.3219,0.2599,-1.791,0.0339,0.343,-0.0299,80,36.21,7.06,-18.18,282.98,-4.13,0.16,2,57.546,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,19416,2018-08-07 18:42:02:061
-0.512,-0.018,8.7586,-0.0882,0.7605,9.7767,0.2806,-0.8295,-0.4245,0.1809,-0.2801,0.2471,120,34.56,5.32,-19.68,280.67,-4.45,0.52,2,57.946,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,19917,2018-08-07 18:42:02:562
0.2194,0.2597,9.3954,0.1075,0.3931,9.7982,0.6303,0.042,2.1532,0.3013,0.3388,-0.1886,120,33.74,8.32,-20.51,283.95,-1.61,-1.35,2,49.615,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,20417,2018-08-07 18:42:03:062
1.025,0.2549,12.3283,-0.017,0.6133,9.7874,0.2668,-0.0068,1.1188,-0.16,-0.5102,0.1917,120,35.55,9.21,-20.5,286.4,-4.07,0.84,2,45.346,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,20916,2018-08-07 18:42:03:561
0.4576,0.9684,10.158,-0.036,0.9796,9.7575,-0.4658,0.0901,0.6743,0.1745,-0.0405,-0.2291,120,34.23,6.51,-19.66,284.82,-5.73,0.21,2,56.182,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,21417,2018-08-07 18:42:04:062
0.2876,1.8722,9.2973,-0.0742,0.8464,9.7698,0.2709,0.7008,-2.47,-0.1355,0.13,-0.0576,120,32.55,9.2,-19.01,287.96,-5.17,0.16,2,63.305,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,21917,2018-08-07 18:42:04:562
-0.1302,1.0654,8.3348,-0.2588,0.9413,9.7579,-0.4717,-0.3871,-0.6356,0.182,0.0597,0.1331,225,34.27,7.37,-17.87,284.45,-5.12,1.36,2,64.136,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,22417,2018-08-07 18:42:05:062
0.2529,0.5243,9.5499,0.2086,0.5399,9.7896,0.3022,-0.4837,0.6629,-0.03,0.1619,-0.1226,225,32.6,10.98,-18.38,290.33,-4.56,-1.07,2,58.213,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,22916,2018-08-07 18:42:05:561
-0.6605,-0.6333,9.6085,0.1367,1.0641,9.7478,-1.7642,-2.2003,2.1143,0.2427,0.2727,1.257,120,34.81,1.75,-20.34,276.64,-6.23,-0.8,2,58.018,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,23417,2018-08-07 18:42:06:062
-0.8209,1.1611,9.6768,-0.9659,1.1157,9.695,0.1135,0.0105,0.0793,-0.0854,0.1534,0.5134,120,34.1,-12.07,-15.27,253.13,-6.61,5.49,2,47.248,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,23917,2018-08-07 18:42:06:562
1.0813,0.8235,8.9597,-1.6079,1.2288,9.5956,1.5447,-0.3616,-0.4002,-0.0822,0.2195,0.7574,225,26.99,-21.03,-12.15,232.67,-7.13,9.38,2,63.353,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,24417,2018-08-07 18:42:07:062
-1.2698,0.7517,10.4381,-1.4563,1.3152,9.6083,0.1563,-1.2942,0.7034,0.411,0.0948,0.1821,225,19.77,-26.67,-11.03,215.83,-6.86,8.46,2,74.273,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,24916,2018-08-07 18:42:07:561
-1.4637,2.1499,8.816,-1.7179,1.367,9.5577,0.1571,0.571,0.4115,0.0754,-0.5379,-0.9588,225,29.98,-21.69,-10.11,234.67,-8.01,10.19,2,72.725,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,25416,2018-08-07 18:42:08:061
-0.7922,1.1707,8.4389,-0.7412,0.6641,9.756,-0.1794,0.3038,-1.2103,0.0701,0.0171,-0.8778,120,37.12,-5.23,-15.75,264.02,-3.84,4.15,2,62.543,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,25917,2018-08-07 18:42:08:562
-0.3744,1.0307,7.9541,-0.0111,0.8965,9.7656,-0.4319,-0.1436,-0.823,0.5026,-0.2652,-0.0416,80,36.26,3.54,-20.9,278.78,-4.12,0.61,2,51.554,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,26417,2018-08-07 18:42:09:062
0.7772,-0.0623,8.8328,0.7063,0.828,9.7461,0.0641,-1.0546,2.6249,0.1553,0.2845,-0.9726,120,27.65,18.6,-24.42,304.51,-4.44,-4.97,2,60.55,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,26917,2018-08-07 18:42:09:562
-0.3121,-0.0467,12.709,0.4947,0.5413,9.7792,-0.285,0.6288,1.042,-0.3198,-0.1885,-0.3697,225,21.14,25.79,-23.66,321.21,-4.17,-2.88,2,70.419,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,27417,2018-08-07 18:42:10:062
0.2122,1.4843,9.265,0.7566,1.2078,9.7025,0.0583,0.2564,-1.1706,0.068,0.1651,-0.2429,225,21.41,23.75,-26.06,319.42,-7.07,-4.46,2,64.683,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,27917,2018-08-07 18:42:10:562
0.1919,2.1332,8.6365,1.0836,1.4281,9.6414,-1.1797,0.5969,-2.0384,0.052,0.0853,0.18,225,19.45,22.88,-26.36,320.07,-8.22,-6.64,2,60.357,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,28417,2018-08-07 18:42:11:062
-0.0476,1.1911,7.941,0.6794,1.4071,9.6814,-0.9037,-0.6239,-0.9174,0.1937,0.3803,0.4303,225,23.63,13.83,-23.3,303.49,-8.25,-4.01,2,57.606,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,28917,2018-08-07 18:42:11:562
1.7912,0.0215,9.9892,1.1193,0.588,9.7248,0.6215,0.0858,-1.2306,-0.2825,-0.1949,-0.2184,120,21.39,15.95,-24.13,306.77,-4.02,-5.98,2,66.336,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,29416,2018-08-07 18:42:12:061
0.1583,2.6396,6.5882,0.1662,1.1002,9.7433,0.4041,1.3662,-1.0776,0.4696,0.6797,0.4751,120,25.42,14.41,-23.3,302.93,-6.44,-0.98,2,67.84,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,29916,2018-08-07 18:42:12:561
1.7206,0.3232,8.0271,0.5121,1.6249,9.6575,1.6919,-0.89,0.9033,0.5516,-1.2357,0.2812,80,28.58,7.85,-24.33,291.51,-8.41,0.02,2,66.763,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,30416,2018-08-07 18:42:13:061
0.472,2.6527,9.2338,0.8309,1.2659,9.689,-1.0384,1.3104,-2.2492,0.3119,0.0384,0.2865,80,32,3.66,-25.01,281.35,-7.42,-4.9,2,54.621,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,30917,2018-08-07 18:42:13:562
0.6408,1.956,7.9721,0.439,1.6025,9.6649,0.6303,0.2359,-2.5225,0.2171,0.0586,0.0639,80,34.68,-1.76,-23.95,272.68,-9.41,-2.6,2,54.029,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,31417,2018-08-07 18:42:14:062
0.454,2.5426,6.696,0.4091,1.6816,9.6527,0.0785,0.7471,-3.1482,-0.0194,0.2227,-0.2078,80,36.25,3.88,-23.26,281.44,-9.77,-2.99,2,53.174,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,31916,2018-08-07 18:42:14:561
-0.6748,0.7314,9.9665,0.4164,1.333,9.7067,-0.0214,-0.2503,-0.8706,-0.3837,0.1161,-0.2025,80,36.68,6.27,-23.22,283.47,-8.67,-2.79,2,56.317,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,32417,2018-08-07 18:42:15:062
0.8132,0.8331,7.419,0.2158,1.3562,9.71,-0.0494,-0.5254,3.3627,0.428,0.2418,-0.1929,80,34.69,10.73,-21.95,290.68,-7.07,-1.89,2,57.629,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,32916,2018-08-07 18:42:15:561
-0.0895,-0.0803,14.7764,-0.435,1.6012,9.6653,-0.2441,0.5698,1.2289,-0.1557,-0.7105,0.425,120,35.05,10.06,-18.42,290.92,-9.4,2.58,2,62.476,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,33417,2018-08-07 18:42:16:062
-0.3492,1.5753,10.7984,-0.1968,1.5524,9.681,0.0929,-0.1344,1.7386,-0.2143,-0.1853,-0.5188,120,33.1,10.11,-19.88,292.33,-9.66,1.4,2,60.558,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,33916,2018-08-07 18:42:16:561
-1.8277,1.3179,13.5111,-1.0458,1.3701,9.654,0.2185,0.6749,2.1275,-0.2516,0.1406,0.1203,120,34.21,10.91,-15.74,293.01,-8.03,6.18,2,64.011,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,34417,2018-08-07 18:42:17:062
0.1308,1.4006,12.5761,-0.256,1.3697,9.7072,0.3572,0.8734,-0.356,0.0563,-0.4325,-0.3559,120,30.98,10.11,-19.28,292.78,-7.84,2.41,2,63.35,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,34916,2018-08-07 18:42:17:561
-0.3217,2.3259,8.9118,-0.8093,1.4543,9.6644,-0.2393,0.4084,-1.2168,0.3769,0.2024,0.197,120,28.1,14.63,-20.06,303.22,-6.81,3.63,2,68.032,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,35416,2018-08-07 18:42:18:061
0.4229,2.1763,8.4437,-0.8949,1.861,9.5868,1.2428,0.4063,-2.1668,0.0776,-0.1193,-0.1854,120,30.43,10.17,-21.93,297.47,-10.26,6.06,2,63.41,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,35916,2018-08-07 18:42:18:561
-0.3193,2.0242,6.8743,0.0681,1.4013,9.7058,-0.2707,0.6395,-2.2679,0.0776,0.2291,-0.2674,120,22.39,13.87,-24.77,307.56,-7.94,-1.03,2,51.831,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,36416,2018-08-07 18:42:19:061
0.5893,0.5686,10.1736,0.2528,1.2887,9.7183,0.1904,-0.4913,0.0696,-0.4487,-0.4271,-0.1481,120,22.91,12.6,-20.96,304.53,-8.61,-0.56,2,62.047,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,36916,2018-08-07 18:42:19:561
-0.8137,0.6152,11.294,0.3486,0.9037,9.7587,-1.0746,-0.7708,-0.2163,-0.4902,-0.1992,0.0724,120,23.04,16.76,-20.29,309.22,-7.58,-2.16,2,58.551,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,37416,2018-08-07 18:42:20:061
1.2764,2.2816,8.3887,-0.61,1.6993,9.639,-1.0806,-1.0433,3.2545,0.3993,0.2908,1.1376,120,31.56,5.66,-20.54,287.91,-9.98,3.62,2,46.028,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,37917,2018-08-07 18:42:20:562
-0.0164,1.0414,9.6373,0.028,1.4131,9.7043,-1.5326,-1.2499,5.5001,0.5772,0.3526,0.3941,120,33.7,7.48,-22.89,285.83,-7.19,-0.99,2,54.554,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,38416,2018-08-07 18:42:21:061
-0.1206,0.7338,12.8144,-0.6305,1.6758,9.6418,0.4178,-0.4036,3.0151,-0.2154,-0.2556,0.5922,120,38.37,-4,-17.81,269.73,-10.31,4.62,2,40.538,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,38917,2018-08-07 18:42:21:562
0.0638,1.0127,12.1512,-0.3625,1.4586,9.6908,0.1562,-0.4644,1.0057,-0.1174,-0.0767,-0.4038,120,40.04,-1.98,-15.12,270.85,-8.91,2.2,2,40.442,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,39416,2018-08-07 18:42:22:061
-0.6641,1.1492,11.5083,-0.3858,1.0681,9.7407,-0.1836,0.6733,0.1974,0.1521,0.0149,-0.0064,120,40.55,3.68,-15.02,278.15,-6.25,2.27,2,45.858,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,39917,2018-08-07 18:42:22:562
0.1823,1.1899,8.5611,-0.3707,1.1806,9.7283,0.2507,0.0126,-2.1117,0.2661,0.0171,0.0383,120,40.44,-0.81,-13.92,271.02,-6.28,2.17,2,49.1,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,40417,2018-08-07 18:42:23:062
-0.8209,2.3666,5.8353,-0.1047,1.0843,9.746,0.2677,0.3619,-1.3066,0.1926,0.3494,0.0522,120,41.28,4.58,-15.6,279.13,-5.86,-0.14,2,60.447,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,40917,2018-08-07 18:42:23:562
0.6025,0.2621,8.0966,0.0083,1.0477,9.7505,0.5925,-0.705,1.0876,-0.1877,0.1055,-0.3463,120,40.99,-0.55,-12.44,270.4,-6.13,-0.05,2,63.479,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,41417,2018-08-07 18:42:24:062
0.7545,1.6005,7.1724,0.248,0.6035,9.7849,0.2692,0.6135,-1.8256,-0.192,-0.016,-0.2547,120,39.62,8.16,-14.93,282.72,-4.91,-1.95,2,65.854,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,41916,2018-08-07 18:42:24:561
0.2122,-0.188,9.9162,0.3356,0.889,9.7605,-0.1316,-0.6442,-0.3329,-0.372,-0.506,-0.1588,120,39.14,9.62,-12.84,286.03,-6.09,-0.88,2,69.997,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,42416,2018-08-07 18:42:25:061
0.7042,0.3064,8.7969,0.1588,1.225,9.7285,0.5224,-0.492,4.534,0.264,0.2802,-0.2056,120,37.99,12.62,-13.07,290.45,-6.67,-1.58,2,55.816,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,42917,2018-08-07 18:42:25:562
-1.0124,0.5135,12.2805,0.0514,1.2967,9.7204,-0.7174,0.1522,4.4153,-0.2559,-0.0532,0.5571,120,40.9,8.66,-10.5,284.14,-7.6,-0.3,2,57.941,12.925905,77.6864,0,2907.03340894625,0,80.57097,0,0 / 0,43417,2018-08-07 18:42:26:062
