sep=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.5432,2.0614,5.6437,-0.2864,2.5329,9.4696,0.0595,-0.7153,-2.6442,0.0944,-0.3505,-0.7697,0,0.92,34.26,-14.55,359.28,-14.81,2.06,2,52.721,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,33,2018-08-03 20:47:12:853
-0.9873,1.4149,7.9841,-0.0948,2.7909,9.4007,-0.1862,-0.5915,0.0377,0.0348,-0.0576,0.0771,0,0.47,37.25,-14.79,0.28,-16.51,0.74,2,50.398,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,533,2018-08-03 20:47:13:353
0.4612,1.8854,9.0758,-0.0441,2.658,9.4395,-0.1503,0.2925,3.0282,0.0784,0.5603,-0.2222,0,-5.64,39.36,-13.24,7.95,-15.6,-1.15,2,47.683,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,1032,2018-08-03 20:47:13:852
-1.6038,1.3012,10.8284,0.2945,2.4653,9.4871,-0.1467,0.3053,3.4318,0.283,-1.3338,0.2827,0,-8.52,37.27,-12.08,12.5,-14.56,-1.78,2,49.046,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,1533,2018-08-03 20:47:14:353
0.2445,1.2773,8.9118,-1.1374,2.9068,9.2966,3.3796,-0.6925,3.6259,-0.2454,2.873,-0.0347,0,0.57,35.53,-18.07,358.96,-17.98,0.88,2,51.296,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,2032,2018-08-03 20:47:14:852
-3.6185,3.0633,14.4927,-2.1337,2.6347,9.202,-2.4576,1.6088,0.6358,-0.288,-1.599,-0.0336,0,-8.29,34.39,-17.45,17.58,-15.59,13.05,2,53.563,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,2534,2018-08-03 20:47:15:354
1.4093,5.0565,9.6169,0.813,4.2451,8.8028,0.4582,0.2497,0.3703,0.2904,0.0426,-0.4257,0,-8.26,29.99,-21.37,9.15,-24.9,-5.75,2,53.704,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,3033,2018-08-03 20:47:15:853
-0.5049,5.2768,10.5662,0.7338,4.3485,8.7591,-0.1896,1.3902,-0.2417,-0.402,0.4591,-0.1242,0,-14.57,26.53,-24.65,17.97,-26.98,-7.24,2,54.715,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,3532,2018-08-03 20:47:16:352
1.3818,4.5693,8.9908,1.2307,4.1294,8.8093,0.176,0.0552,-0.3217,0.153,-0.3388,-0.2595,0,-11.5,27.93,-21.39,14.82,-24.47,-7.41,2,57.348,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,4032,2018-08-03 20:47:16:852
4.5146,2.7509,10.5327,5.1975,1.5281,8.1744,-4.3861,1.5087,-2.7973,-1.7261,-0.7468,1.1264,0,-20.1,31.52,-3.56,23.74,-13.39,-30.99,2,59.345,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,4532,2018-08-03 20:47:17:352
3.6096,-0.4621,1.2552,7.4283,2.0875,6.0526,-3.6973,-1.0854,-6.7359,-0.3338,-1.2645,-0.4438,0,-9.24,35.09,-7.39,1.3,-11.97,-47.94,2,59.684,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,5032,2018-08-03 20:47:17:852
11.8935,-3.6823,-0.7655,5.7295,-7.4515,-2.7962,6.1481,4.2933,-0.3738,-0.3296,0.6199,1.1179,0,24.14,26.94,-1.24,13.51,45.58,-112.86,2,54.22,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,5533,2018-08-03 20:47:18:353
5.7045,-6.7505,-1.667,9.7238,-0.4927,-1.1731,-3.6565,-6.6667,-0.5631,-0.3082,1.5851,-2.9354,0,-1.62,40.56,-0.84,358.27,2.88,-96.88,2,51.222,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,6032,2018-08-03 20:47:18:852
11.6517,-4.9956,-6.095,4.8503,-8.463,-1.0115,4.8244,4.5133,-10.4059,1.2055,-0.1833,1.8476,0,13.51,20.72,-28.46,319.1,55.85,-102.43,2,52.708,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,6533,2018-08-03 20:47:19:353
5.5381,-6.1532,1.3784,1.9674,-8.4504,4.5706,3.1733,4.0161,-5.0794,0.6569,1.9696,-1.4302,0,30.71,2.25,-22.4,260,62,-22.5,0,58.179,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,7033,2018-08-03 20:47:19:853
2.0797,-2.8264,-0.27,7.4436,-6.2436,-1.334,-4.0812,0.9513,2.5742,-0.5298,-0.6914,-0.4459,0,12.84,30.58,-14.69,338.59,40.52,-97.97,0,54.135,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,7533,2018-08-03 20:47:20:353
2.9536,-26.2848,4.862,2.0982,-9.4522,1.5569,-3.6314,-4.4151,3.6602,2.7267,-0.456,2.3089,0,31.01,12.71,-67.1,261.33,74.55,-53.42,0,59.762,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,8032,2018-08-03 20:47:20:852
-1.3105,-1.3803,2.8257,2.2001,-9.1199,-2.8563,-2.3303,2.2341,4.606,-1.1764,-0.7788,-0.5162,0,35.58,21.24,-63.54,348.6,70.85,-138.8,0,60.888,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,8533,2018-08-03 20:47:21:353
-2.8691,-8.1882,0.2963,0.2881,-9.7976,0.3081,3.8489,-7.228,2.2701,2.1301,0.8085,-0.48,0,31.71,11.6,-71.96,20.07,86.77,-176.25,0,55.713,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,9032,2018-08-03 20:47:21:852
1.2717,-6.7002,2.2368,1.4932,-9.4444,-2.1782,0.4153,-4.7825,2.9642,-1.6164,-1.3487,-0.9391,0,39.62,21.29,-67.4,356.53,74.38,-145.57,0,50.218,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,9532,2018-08-03 20:47:22:352
-0.6593,-7.5933,-1.1007,0.2059,-9.7964,-0.3981,6.7053,-3.8154,0.9102,2.0652,1.4263,-0.1018,0,37.04,18.68,-70.38,12.24,78.05,-164.72,0,51.868,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,10033,2018-08-03 20:47:22:853
-0.0966,-7.3658,0.0209,1.0961,-9.5053,-2.1491,-0.9996,-7.2125,3.6814,-1.8262,-0.2823,-0.8443,0,45.03,24.14,-63.24,6.81,79.79,-151.54,0,50.103,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,10535,2018-08-03 20:47:23:355
11.4171,-16.6972,-1.8238,0.3458,-9.739,-1.0965,3.3922,-9.0428,4.9723,1.7349,1.2751,2.2844,0,39.3,22.47,-66.78,0.21,77.17,-150.01,0,51.563,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,11033,2018-08-03 20:47:23:853
5.574,-12.0166,0.6279,0.9885,-9.6694,-1.3022,-3.5346,-5.6646,6.382,-1.6803,1.0098,-1.0723,0,47.52,22.8,-56.78,2.79,80.4,-142.8,0,47.062,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,11533,2018-08-03 20:47:24:353
8.9307,-26.4667,4.4155,0.3699,-9.7173,-1.2681,-8.1031,6.2276,5.6931,1.4697,1.192,2.5518,0,37.78,23.57,-61.74,356.22,75.91,-144.53,0,52.752,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,12032,2018-08-03 20:47:24:852
-3.5036,-17.7782,3.4913,0.2807,-9.7992,-0.2594,0.9365,-5.0271,-2.9371,-3.3251,-1.5138,-1.5261,0,46.69,18.32,-56.27,352.81,87.77,-132.74,0,53.067,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,12533,2018-08-03 20:47:25:353
-7.4145,-4.798,6.939,0.7114,-9.4075,-2.6764,-3.3764,5.7679,8.808,1.2044,0.6913,0.4404,0,34.21,21.47,-59.39,14.84,70.03,-165.58,0,53.152,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,13033,2018-08-03 20:47:25:853
-1.5451,-15.2475,2.5385,-0.0799,-9.7413,1.1275,7.6185,-5.3891,-0.8439,-2.6923,-1.6938,-1.3343,0,45.71,3.51,-60.97,190.9,72.49,26.78,0,55.693,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,13532,2018-08-03 20:47:26:352
-12.5501,2.8239,-0.1275,1.1016,-8.6463,-4.4943,-5.9542,8.4818,7.9828,-0.5905,-0.0576,0.2881,0,25.37,21.23,-58.75,8.86,61.84,-166.23,0,64.535,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,14033,2018-08-03 20:47:26:853
1.6296,-19.6864,-4.0779,-1.3245,-9.4715,2.1694,6.872,-1.7529,-3.3342,-1.0326,-0.733,-0.1284,0,47.29,-2.44,-62.86,185.72,72.2,31.23,0,64.403,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,14533,2018-08-03 20:47:27:353
3.7233,-35.4259,0.0078,1.4754,-8.9883,-3.6337,-3.3322,-1.3667,-2.8495,-0.6566,0.2737,0.0601,0,25.11,19.23,-63.22,357.57,67.8,-155.85,0,59.986,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,15032,2018-08-03 20:47:27:852
4.7815,-14.2204,-0.8146,-1.1138,-9.2885,2.9417,7.659,-2.8166,-3.8184,0.3203,0.687,-0.2126,0,46.53,-5.16,-60.54,195.16,71.11,22.92,0,53.978,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,15533,2018-08-03 20:47:28:353
-8.2441,-18.5024,-13.7254,1.3404,-9.0818,-3.4489,-1.4597,-8.1919,-5.9629,-0.566,-0.4986,-0.3873,0,25.59,17.76,-64.13,0.85,67.83,-158.76,0,61.775,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,16033,2018-08-03 20:47:28:853
4.4619,-10.4711,-2.651,-1.1991,-9.3558,2.6836,3.1406,-0.4525,-5.5369,0.2223,1.3262,0.2796,0,43.79,-7.77,-63.23,195.13,72.68,19.99,0,54.291,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,16532,2018-08-03 20:47:29:352
4.4619,-10.4711,-2.651,-1.1991,-9.3558,2.6836,3.1406,-0.4525,-5.5369,0.2223,1.3262,0.2796,0,43.79,-7.77,-63.23,195.13,72.68,19.99,0,54.291,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,16533,2018-08-03 20:47:29:353
0.0051,-2.5858,2.7946,1.5398,-9.24,-2.9021,-2.827,1.6181,4.8933,-1.7368,-0.8842,-1.0605,0,38.58,14.97,-64.26,2.02,74.58,-150.7,0,55.807,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,16839,2018-08-03 20:47:29:659
-1.1237,-9.5852,0.009,0.316,-9.7996,0.1958,3.8645,-1.2903,-0.2965,2.1397,1.1398,0.1272,0,37.19,4.95,-69.75,3.3,85.9,-155.44,0,55.395,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,17339,2018-08-03 20:47:30:159
0.4959,-8.3103,3.1466,1.7641,-9.4502,-1.9372,1.6212,-2.2508,1.5915,-1.7496,-1.4946,-1.6145,0,41.8,17.08,-66.6,349.98,74.5,-137.68,0,56.653,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,17838,2018-08-03 20:47:30:658
-3.0152,-10.0545,1.8022,0.0019,-9.802,-0.3033,1.4008,2.0918,0.1174,1.8457,1.2516,-0.1306,0,37.16,10.03,-70.54,33.13,84.05,174.13,0,48.575,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,18338,2018-08-03 20:47:31:158
5.3909,-16.9306,-1.0553,0.4423,-9.776,-0.6356,-0.9907,-5.8684,3.6422,-2.5059,-0.1279,-0.8347,0,43.64,14.45,-69.91,357.35,85.47,-145.17,0,56.314,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,18839,2018-08-03 20:47:31:659
10.2068,-14.9423,1.6514,0.0215,-9.6277,-1.8648,-7.2965,8.2166,6.217,1.7935,1.5297,1.887,0,35.25,17.82,-70.98,10.86,73.82,-164.88,0,60.729,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,19339,2018-08-03 20:47:32:159
-2.6477,-15.3577,4.0276,-0.0942,-9.7719,0.8192,7.0409,-5.3723,-1.3271,-2.8553,-1.4765,-1.2395,0,43.24,6.08,-69.17,190.43,77.89,21.89,0,58.214,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,19839,2018-08-03 20:47:32:659
-1.2135,-16.5392,3.0508,1.1161,-9.2018,-3.2018,0.2646,-5.5933,3.1464,1.3088,0.9651,0.3435,0,27.87,18.1,-67.39,3.38,69.77,-160.78,0,63.007,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,20339,2018-08-03 20:47:33:159
-8.1998,-12.2225,-5.7634,-0.5229,-9.6153,1.8557,6.1692,-5.8004,-1.8314,-1.3501,-1.4414,-0.692,0,41.49,-0.86,-64.86,189.39,74.82,23.14,0,59.167,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,20839,2018-08-03 20:47:33:659
5.3562,5.1235,11.3946,1.379,-8.9196,-3.8353,0.071,-6.8036,-5.3079,-1.545,-1.549,0.0164,0,19.46,19.56,-62.59,350.13,68.79,-152.92,0,64.042,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,21339,2018-08-03 20:47:34:159
1.7732,-12.1674,-1.637,-0.8645,-9.3664,2.7736,4.3316,-1.6873,-4.1762,0.0731,0.6711,0.0452,0,41.73,-3.76,-69.05,198.85,73.18,12.96,0,60.243,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,21839,2018-08-03 20:47:34:659
4.8809,-22.4301,-10.3639,1.3625,-9.2632,-2.9167,-3.2901,6.1895,1.3791,0.3607,-0.2397,0.5096,0,25.66,20.44,-64.09,357.18,70.84,-154.96,0,59.242,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,22338,2018-08-03 20:47:35:158
4.2943,-11.1044,-3.2591,-0.4848,-9.4404,2.6105,-0.5682,1.2873,-3.9729,1.3291,1.0013,0.8303,0,46.72,3.32,-66.88,214.16,77.17,1.82,0,53.818,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,22838,2018-08-03 20:47:35:658
-1.04,-2.4421,-1.0253,1.5115,-9.1473,-3.1956,-1.8642,5.8695,1.1095,0.5866,-2.0635,-0.2616,0,33.35,23.64,-63.19,2.21,68.87,-154.69,0,55.763,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,23339,2018-08-03 20:47:36:159
-1.8348,-8.4815,-0.9858,0.1017,-9.7114,1.3595,1.7255,1.2951,-1.367,1.2406,1.2719,0.0995,0,46.36,8.97,-65.89,220,82.01,-4.28,0,59.189,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,23839,2018-08-03 20:47:36:659
-1.8672,-2.8025,1.4263,1.8031,-9.253,-2.702,-1.77,0.1195,5.0262,-1.1136,-0.9673,-0.9753,0,39.04,22.88,-57.33,359.42,77.06,-145.01,0,53.317,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,24339,2018-08-03 20:47:37:159
-1.6313,-9.4667,-0.185,0.4077,-9.7863,0.4826,-1.498,0.9155,-1.1118,1.7797,0.3834,-0.1125,0,35.48,11.74,-65.78,324.6,87.46,-116.45,0,55.84,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,24838,2018-08-03 20:47:37:658
0.8527,-8.5414,-0.2819,1.1287,-9.5998,-1.6555,-2.322,-6.5814,4.0068,-1.5024,1.3891,-1.0392,0,40.99,17.84,-59.79,4.38,81.8,-150.15,0,53.29,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,25338,2018-08-03 20:47:38:158
6.6873,-9.0549,-2.6498,0.3068,-9.667,-1.6203,-1.7209,-5.1989,6.212,1.5847,0.9246,1.7145,0,30.44,15.06,-65.39,13.76,80.32,-169.28,0,49.863,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,25838,2018-08-03 20:47:38:658
-2.7099,-18.2965,4.7519,0.8355,-9.6984,-1.1889,-1.4019,-6.3733,-1.3709,-2.981,0.4964,-0.7175,0,40.94,11.08,-64.93,307.54,86.65,-94.97,0,49.345,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,26339,2018-08-03 20:47:39:159
8.8888,-29.3841,3.5895,0.6246,-9.1323,-3.5188,-7.1534,5.9156,6.3584,2.3219,1.4253,1.2841,0,33.71,18.32,-65.94,16.81,68.63,-169.93,0,49.409,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,26839,2018-08-03 20:47:39:659
0.3642,-17.2287,6.5224,0.0009,-9.7443,1.1037,6.117,-4.6867,-1.6182,-2.3056,-1.272,-0.9498,0,45.36,5.42,-66.84,199.42,77.81,15.12,0,49.6,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,27339,2018-08-03 20:47:40:159
4.9551,-34.1174,-0.0808,1.1914,-8.9986,-3.7116,-1.805,-6.0494,-3.0744,-0.2145,0.866,0.1453,0,28.94,23.67,-62.86,6.56,66.58,-162.2,0,55.153,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,27839,2018-08-03 20:47:40:659
5.0581,-12.1004,0.1251,-1.1723,-9.3953,2.5545,5.6277,-2.1808,-3.1437,-0.0973,-0.3228,0.1847,0,51.83,2.02,-63.69,194.75,72.79,25.08,0,52.515,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,28339,2018-08-03 20:47:41:159
-6.3347,-10.3478,-11.0355,1.1405,-9.2013,-3.1946,2.455,-4.4188,-6.0482,-0.0462,-0.1076,0.1965,0,33.19,23.6,-61.12,6.94,70.15,-158.94,0,58.316,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,28838,2018-08-03 20:47:41:658
1.3698,-10.0964,-0.0545,-0.7322,-9.5607,2.0558,0.151,0.8419,-2.2515,1.2726,0.4143,0.9549,0,43.24,5.77,-68.59,200.48,80.32,11.97,0,55.314,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,29338,2018-08-03 20:47:42:158
-1.4769,-5.8754,0.5453,2.1192,-9.2064,-2.631,-3.5426,4.5721,3.6238,0.2116,-1.2485,-0.6131,0,30.04,24.84,-62.26,349.14,72.08,-142.63,0,54.461,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,29839,2018-08-03 20:47:42:659
-2.1545,-8.4408,0.7356,0.5639,-9.7663,0.6872,7.0777,-1.3662,-1.1152,1.6476,1.3028,-0.7974,0,35.81,13.71,-74.6,245.9,84.8,-39.37,0,58.469,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,30339,2018-08-03 20:47:43:159
-1.1597,-5.4433,0.0269,0.7723,-9.1234,-3.5124,2.1317,6.0355,4.56,-0.7578,-0.3175,-0.2563,0,48.44,31.84,-61.35,24.38,70.13,-168.23,0,54.677,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,30839,2018-08-03 20:47:43:659
4.942,-9.5745,0.9331,-0.2183,-9.7189,1.2909,3.8431,1.0921,-0.9789,1.2374,1.2793,0.4564,0,65.81,14.67,-60.29,225.08,85.09,3.34,0,56.303,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,31339,2018-08-03 20:47:44:159
-1.0005,-2.9844,2.1111,1.6464,-9.3107,-2.602,-1.2069,4.7574,4.9169,-0.8036,-0.7596,-0.7303,0,60.11,28.82,-49.66,16.92,73.83,-147.82,0,57.558,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,31839,2018-08-03 20:47:44:659
-0.9969,-8.7832,3.3022,-0.0546,-9.7924,0.5253,6.5375,-4.6744,0.9924,1.8969,0.4101,-0.4086,0,59.66,15.27,-58.17,220.44,86.91,5.94,0,48.491,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,32339,2018-08-03 20:47:45:159
-0.8388,-7.4352,2.7719,1.8372,-9.3436,-2.3437,-1.3835,0.345,3.9199,-1.5226,-1.24,-0.7026,0,52.55,23.8,-49.12,2.99,75.64,-135.9,0,62.432,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,32839,2018-08-03 20:47:45:659
5.1766,-13.07,2.4331,-0.734,-9.671,-1.4504,-3.9073,5.0562,6.4409,1.6412,1.3241,1.2457,0,43.64,18.47,-62.45,41.72,77.28,172.34,0,53.926,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,33338,2018-08-03 20:47:46:158
2.5669,-11.4384,-1.7939,0.468,-9.6591,-1.6287,-1.9388,-7.4951,6.2832,-2.4004,1.0024,-1.2075,0,48.34,20.06,-54.18,41.79,85.1,179.04,0,54.183,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,33839,2018-08-03 20:47:46:659
5.082,-19.7821,0.9511,-0.3477,-9.5078,-2.3773,-4.629,5.674,6.4702,1.9352,1.5446,0.7547,0,36.24,24.1,-57.29,27.78,65.05,-177.35,0,54.859,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,34339,2018-08-03 20:47:47:159
-2.905,-17.1485,2.572,-0.2589,-9.7937,-0.432,-0.1773,-5.7842,-3.601,-3.405,-0.9886,-1.166,0,46.39,14.81,-59.58,179.2,83.18,38.25,0,53.742,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,34839,2018-08-03 20:47:47:659
-5.6847,-8.7604,4.3832,0.5592,-8.8604,-4.1655,-3.1083,-10.0297,-2.6863,-0.0281,0.5091,0.1517,0,26.41,25.9,-54.24,16.24,64.42,-172.04,0,54.222,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,35339,2018-08-03 20:47:48:159
6.8286,-14.3006,1.8573,-1.4461,-9.4601,2.1416,5.0416,-2.4603,-4.046,-0.7961,-0.5838,0.1485,0,51.24,5.26,-61.26,186.19,74.72,34.03,0,56.453,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,35839,2018-08-03 20:47:48:659
-3.0954,-6.7924,-4.9446,0.4668,-9.0147,-3.8325,-2.1207,-0.7346,-1.8034,-0.1367,-1.6789,-0.1082,0,30.04,23.53,-56.38,16.16,67.26,-169.13,0,57.895,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,36338,2018-08-03 20:47:49:158
2.434,-12.815,-1.1857,-1.2449,-9.3901,2.5389,1.0266,0.1662,-4.5288,1.2311,1.0482,0.989,0,51.37,3.44,-59.82,195.02,73.24,26.12,0,55.259,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,36839,2018-08-03 20:47:49:659
4.7767,-18.9968,-19.1626,0.9869,-9.3035,-2.9397,-4.4786,8.1776,4.4319,0.9647,-2.6089,0.0814,0,30.54,22.66,-57.87,4.29,69.22,-156.42,0,49.205,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,37338,2018-08-03 20:47:50:158
-3.8448,-8.6276,-0.908,-0.4805,-9.6146,1.8707,2.2478,1.126,-3.2824,1.4899,1.9579,0.1752,0,43.83,6.24,-62.38,201.67,78.64,14.41,0,48.63,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,37839,2018-08-03 20:47:50:659
-0.4941,-3.255,1.916,1.3968,-9.1332,-3.2871,-4.3153,3.6683,4.9948,-1.316,-1.1548,-0.6717,0,32.09,19.86,-52.91,7.72,68.64,-156.98,0,49.755,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,38338,2018-08-03 20:47:51:158
2.8195,-9.5984,-1.4383,-0.3599,-9.7537,0.9522,-0.0209,1.9828,-1.5116,1.54,0.8138,0.3658,0,33.08,7.22,-62.6,180.93,87.46,26.73,0,47.422,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,38839,2018-08-03 20:47:51:659
-2.8212,-8.3067,-1.6011,1.3942,-9.3907,-2.4578,-3.3553,1.0433,3.085,-1.2915,-1.5596,-1.2448,0,32.07,14.3,-58.03,358.9,76.84,-149.99,0,55.535,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,39339,2018-08-03 20:47:52:159
-12.2077,-8.302,1.9064,0.0646,-9.3256,-3.033,-0.517,4.8432,8.9958,0.5994,0.6317,-0.4288,0,16.33,14.15,-59.42,14.95,65.86,-179.92,0,49.812,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,39839,2018-08-03 20:47:52:659
-8.3542,-14.5005,-9.4709,-1.1421,-9.4383,2.4049,4.644,-1.996,-2.5378,-0.6939,-0.8768,-0.5247,0,41.45,-1.72,-66.65,186.25,74.25,25.4,0,45.781,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,40339,2018-08-03 20:47:53:159
0.4002,-1.5671,-3.9546,1.0126,-9.1776,-3.304,0.6679,0.4198,-0.4478,-0.0121,-1.8802,-0.2542,0,24.62,14.14,-62.13,2.21,69.64,-160.28,0,55.706,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,40839,2018-08-03 20:47:53:659
0.1691,-10.4723,-2.6211,-1.2518,-9.3577,2.6529,3.4998,-1.3289,-3.8229,0.1296,0.7637,-0.1178,0,46.64,-7.54,-60.88,192.66,72.25,25.14,0,49.979,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,41339,2018-08-03 20:47:54:159
3.0769,-13.5943,-3.5261,0.861,-9.2729,-3.0729,0.9014,0.8307,-5.8893,0.1445,-1.0344,0.4244,0,33.07,13.16,-61.01,7.77,70.97,-159.41,0,50.297,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,41840,2018-08-03 20:47:54:660
2.8758,-11.7544,-2.7719,-0.6719,-9.519,2.2598,2.8145,0.2396,-2.9412,1.5197,1.0343,0.5704,0,43.3,-5.96,-64.08,197.5,76.09,16.56,0,48.561,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,42339,2018-08-03 20:47:55:159
3.0051,-9.6894,-13.0478,1.3925,-9.2269,-3.016,-4.147,6.6739,4.4343,0.9861,-1.8131,0.1549,0,26.37,13.84,-62.73,354.76,67.75,-152.32,0,49.966,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,42839,2018-08-03 20:47:55:659
