sep=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,54.092,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,658955,2018-08-03 20:58:11:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,55.202,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,659455,2018-08-03 20:58:12:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,54.999,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,659955,2018-08-03 20:58:12:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,56.302,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,660455,2018-08-03 20:58:13:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,51.706,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,660954,2018-08-03 20:58:13:774
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,60.924,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,661454,2018-08-03 20:58:14:274
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,57.326,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,661955,2018-08-03 20:58:14:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,56.842,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,662455,2018-08-03 20:58:15:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,56.767,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,662955,2018-08-03 20:58:15:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,57.762,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,663455,2018-08-03 20:58:16:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,63.96,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,663955,2018-08-03 20:58:16:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,60.661,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,664455,2018-08-03 20:58:17:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,59.548,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,664955,2018-08-03 20:58:17:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,56.228,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,665455,2018-08-03 20:58:18:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,57.112,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,665954,2018-08-03 20:58:18:774
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,55.605,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,666455,2018-08-03 20:58:19:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,50.107,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,666955,2018-08-03 20:58:19:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,55.771,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,667454,2018-08-03 20:58:20:274
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,51.046,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,667955,2018-08-03 20:58:20:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,49.153,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,668455,2018-08-03 20:58:21:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,51.27,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,668956,2018-08-03 20:58:21:776
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,54.973,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,669455,2018-08-03 20:58:22:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,58.925,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,669955,2018-08-03 20:58:22:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,60.896,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,670455,2018-08-03 20:58:23:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,59.662,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,670955,2018-08-03 20:58:23:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,58.333,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,671454,2018-08-03 20:58:24:274
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,60.726,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,671955,2018-08-03 20:58:24:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,59.024,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,672455,2018-08-03 20:58:25:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,65.861,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,672955,2018-08-03 20:58:25:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,64.272,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,673455,2018-08-03 20:58:26:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,68.01,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,673955,2018-08-03 20:58:26:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,66.562,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,674455,2018-08-03 20:58:27:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,63.246,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,674955,2018-08-03 20:58:27:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,64.834,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,675455,2018-08-03 20:58:28:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,62.98,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,675954,2018-08-03 20:58:28:774
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,59.748,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,676455,2018-08-03 20:58:29:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,58.363,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,676955,2018-08-03 20:58:29:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,55.24,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,677455,2018-08-03 20:58:30:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,57.623,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,677955,2018-08-03 20:58:30:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,56.588,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,678455,2018-08-03 20:58:31:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,55.092,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,678955,2018-08-03 20:58:31:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,55.632,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,679455,2018-08-03 20:58:32:275
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,46.255,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,679955,2018-08-03 20:58:32:775
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,55.43,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,680375,2018-08-03 20:58:33:195
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,49.425,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,680874,2018-08-03 20:58:33:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,53.591,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,681374,2018-08-03 20:58:34:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,53.334,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,681874,2018-08-03 20:58:34:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,50.646,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,682374,2018-08-03 20:58:35:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,51.999,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,682874,2018-08-03 20:58:35:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,52.818,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,683374,2018-08-03 20:58:36:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,55.109,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,683874,2018-08-03 20:58:36:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,56.27,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,684374,2018-08-03 20:58:37:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,57.747,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,684874,2018-08-03 20:58:37:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,59.602,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,685374,2018-08-03 20:58:38:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,52.149,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,685875,2018-08-03 20:58:38:695
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,48.051,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,686375,2018-08-03 20:58:39:195
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,55.98,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,686875,2018-08-03 20:58:39:695
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,45.242,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,687374,2018-08-03 20:58:40:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,53.591,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,687874,2018-08-03 20:58:40:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,52.628,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,688374,2018-08-03 20:58:41:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,46.705,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,688875,2018-08-03 20:58:41:695
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,59.361,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,689374,2018-08-03 20:58:42:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,55.858,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,689874,2018-08-03 20:58:42:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,51.125,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,690375,2018-08-03 20:58:43:195
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,42.659,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,690877,2018-08-03 20:58:43:697
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,49.628,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,691375,2018-08-03 20:58:44:195
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,50.919,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,691874,2018-08-03 20:58:44:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,53.255,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,692375,2018-08-03 20:58:45:195
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,51.328,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,692875,2018-08-03 20:58:45:695
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,42.444,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,693375,2018-08-03 20:58:46:195
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,44.629,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,693874,2018-08-03 20:58:46:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,45.069,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,694374,2018-08-03 20:58:47:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,56.724,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,694875,2018-08-03 20:58:47:695
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,47.666,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,695374,2018-08-03 20:58:48:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,54.817,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,695874,2018-08-03 20:58:48:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,52.246,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,696375,2018-08-03 20:58:49:195
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,49.651,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,696874,2018-08-03 20:58:49:694
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,43.82,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,697374,2018-08-03 20:58:50:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,42.209,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,697875,2018-08-03 20:58:50:695
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,45.62,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,698374,2018-08-03 20:58:51:194
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,46.58,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,698875,2018-08-03 20:58:51:695
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,45.982,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,699375,2018-08-03 20:58:52:195
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,46.204,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,699875,2018-08-03 20:58:52:695
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,50.103,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,700375,2018-08-03 20:58:53:195
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,49.03,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,700878,2018-08-03 20:58:53:698
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,37.912,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,701375,2018-08-03 20:58:54:195
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,42.961,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,701875,2018-08-03 20:58:54:695
-2.2766,-18.0056,4.7818,0.8484,-9.4181,-2.598,-3.4633,0.1145,4.1794,0.7911,-0.6307,0.9496,0,46.95,1.09,-74.6,14.5,73.82,-161.92,0,37.86,12.924192,77.68568,0,2881.76449388159,0,137.09677,0,0 / 0,702375,2018-08-03 20:58:55:195
